date,securityName,weight,Sector,wgtSector
5/22/2026,\"LONGi Green Energy Technology\",0.0010128,Information Technology,0.2266660
5/22/2026,\"Celestica Inc\",0.0010082,Information Technology,0.2266660
5/22/2026,\"Horizon Robotics Inc\",0.0009709,Information Technology,0.2266660
5/22/2026,\"Qualcomm Inc\",0.0009579,Information Technology,0.2266660
5/22/2026,\"Check Point Software Technolog\",0.0009395,Information Technology,0.2266660
5/22/2026,\"Dell Technologies -C\",0.0009224,Information Technology,0.2266660
5/22/2026,\"Astera Labs Inc\",0.0008722,Information Technology,0.2266660
5/22/2026,\"Sitime Corp\",0.0008597,Information Technology,0.2266660
5/22/2026,\"ASPEED TECHNOLOGY INC TWD10\",0.0008351,Information Technology,0.2266660
5/22/2026,\"Frequency Electronics Inc\",0.0008263,Information Technology,0.2266660
5/22/2026,\"ZHONGJI INNOLIGHT CO LTD-A\",0.0007615,Information Technology,0.2266660
5/22/2026,\"Kraken Robotics Inc\",0.0007236,Information Technology,0.2266660
5/22/2026,\"BITDEER TECHNO USD 0.000000100\",0.0007146,Information Technology,0.2266660
5/22/2026,\"Synopsys Inc\",0.0006629,Information Technology,0.2266660
5/22/2026,\"Microsoft Corp\",0.0006261,Information Technology,0.2266660
5/22/2026,\"Oracle Corp\",0.0006257,Information Technology,0.2266660
5/22/2026,\"GLOBALFOUNDRIES INC USD 0.0200\",0.0006234,Information Technology,0.2266660
5/22/2026,\"Mirion Technologies Inc\",0.0006099,Information Technology,0.2266660
5/22/2026,\"Coherent Corp\",0.0006087,Information Technology,0.2266660
5/22/2026,\"SHENGYI TECHNOLOGY CO LTD -A CNY 1.0000\",0.0006074,Information Technology,0.2266660
5/22/2026,\"Hewlett Packard Enterprise Co\",0.0006066,Information Technology,0.2266660
5/22/2026,\"Infineon Technologies AG\",0.0006058,Information Technology,0.2266660
5/22/2026,\"MONTAGE TECHNOLOGY CO LTD-A CNY 1.0000\",0.0006036,Information Technology,0.2266660
5/22/2026,\"Uipath Inc - Class A\",0.0005886,Information Technology,0.2266660
5/22/2026,\"Fastly Inc - Class A\",0.0005626,Information Technology,0.2266660
5/22/2026,\"Palantir Technologies Inc-A\",0.0005574,Information Technology,0.2266660
5/22/2026,\"Keysight Technologies Inc\",0.0005357,Information Technology,0.2266660
5/22/2026,\"Hive Digital Technologies Lt\",0.0005336,Information Technology,0.2266660
5/22/2026,\"SMA Solar Technology AG\",0.0005285,Information Technology,0.2266660
5/22/2026,\"Lotes Co Ltd\",0.0005232,Information Technology,0.2266660
5/22/2026,\"Skywater Technology Inc\",0.0005214,Information Technology,0.2266660
5/22/2026,\"Bigbear.Ai Holdings Inc\",0.0004961,Information Technology,0.2266660
5/22/2026,\"Ffri Security Inc\",0.0004839,Information Technology,0.2266660
5/22/2026,\"Fujitsu Ltd\",0.0004836,Information Technology,0.2266660
5/22/2026,\"Microchip Technology Inc\",0.0004814,Information Technology,0.2266660
5/22/2026,\"Woori Technology Inc\",0.0004722,Information Technology,0.2266660
5/22/2026,\"Luxshare Precision Industry Co\",0.0004637,Information Technology,0.2266660
5/22/2026,\"TE CONNECTIVITY PLC USD NPV\",0.0004617,Information Technology,0.2266660
5/22/2026,\"GIGADEVICE SEMICONDUCTOR INC CNY 1\",0.0004585,Information Technology,0.2266660
5/22/2026,\"Formfactor Inc\",0.0004417,Information Technology,0.2266660
5/22/2026,\"Onespan Inc\",0.0004379,Information Technology,0.2266660
5/22/2026,\"Kinsus Interconnect Technology\",0.0004271,Information Technology,0.2266660
5/22/2026,\"BIT DIGITAL INC USD NPV\",0.0004214,Information Technology,0.2266660
5/22/2026,\"EOPTOLINK TECHNOLOGY INC L-A CNY 1.0000\",0.0004155,Information Technology,0.2266660
5/22/2026,\"Dynatrace Inc\",0.0004137,Information Technology,0.2266660
5/22/2026,\"Chenbro Micom Co Ltd\",0.0004131,Information Technology,0.2266660
5/22/2026,\"Powertech Technology Inc\",0.0004123,Information Technology,0.2266660
5/22/2026,\"Shenzhen Longsys Electroni-A\",0.0004031,Information Technology,0.2266660
5/22/2026,\"Aixtron AG\",0.0003860,Information Technology,0.2266660
5/22/2026,\"NEC Corp\",0.0003859,Information Technology,0.2266660
5/22/2026,\"Sanan Optoelectronics Co Ltd\",0.0003842,Information Technology,0.2266660
5/22/2026,\"Renesas Electronics Corp\",0.0003802,Information Technology,0.2266660
5/22/2026,\"Suzhou Dongshan Precision-A\",0.0003775,Information Technology,0.2266660
5/22/2026,\"BOE TECHNOLOGY GROUP CO LT-A CNY 1.0000\",0.0003760,Information Technology,0.2266660
5/22/2026,\"Indra Sistemas SA\",0.0003737,Information Technology,0.2266660
5/22/2026,\"Ennoconn Corp\",0.0003699,Information Technology,0.2266660
5/22/2026,\"Pegasystems Inc\",0.0003603,Information Technology,0.2266660
5/22/2026,\"Nexchip Semiconductor Corp-A\",0.0003443,Information Technology,0.2266660
5/22/2026,\"Apple Inc\",0.0003439,Information Technology,0.2266660
5/22/2026,\"Acer Inc\",0.0003431,Information Technology,0.2266660
5/22/2026,\"ROCKCHIP ELECTRONICS CO L-A CNY 1.0000\",0.0003342,Information Technology,0.2266660
5/22/2026,\"International Business Machines Corp\",0.0003333,Information Technology,0.2266660
5/22/2026,\"Lenovo Group Ltd\",0.0003308,Information Technology,0.2266660
5/22/2026,\"MicroStrategy Inc\",0.0003295,Information Technology,0.2266660
5/22/2026,\"ASML HOLDING NV-NY REG SHS EUR0.09\",0.0003257,Information Technology,0.2266660
5/22/2026,\"BEIJING KINGSOFT OFFICE SO-A CNY 1.0000\",0.0003155,Information Technology,0.2266660
5/22/2026,\"LINGYI ITECH GUANGDONG CO -A CNY 1.0000\",0.0003151,Information Technology,0.2266660
5/22/2026,\"Cicor Technologies-Reg\",0.0003128,Information Technology,0.2266660
5/22/2026,\"NAURA TECHNOLOGY GROUP CO-A CNY 1.0000\",0.0003125,Information Technology,0.2266660
5/22/2026,\"HUA HONG SEMICONDUCTOR LTD NPV\",0.0003113,Information Technology,0.2266660
5/22/2026,\"United Nova Technology Co-A\",0.0003069,Information Technology,0.2266660
5/22/2026,\"Biwin Storage Technology C-A\",0.0003054,Information Technology,0.2266660
5/22/2026,\"METAPLANET INCJPY NPV\",0.0003045,Information Technology,0.2266660
5/22/2026,\"Iflytek Co Ltd\",0.0003010,Information Technology,0.2266660
5/22/2026,\"Kitron Asa\",0.0002951,Information Technology,0.2266660
5/22/2026,\"Wus Printed Circuit Kunsha-A\",0.0002790,Information Technology,0.2266660
5/22/2026,\"ZTE Corp\",0.0002789,Information Technology,0.2266660
5/22/2026,\"HTC Corp\",0.0002760,Information Technology,0.2266660
5/22/2026,\"VICTORY GIANT TECHNOLOGY -A CNY 1.0000\",0.0002755,Information Technology,0.2266660
5/22/2026,\"Canaan Inc\",0.0002652,Information Technology,0.2266660
5/22/2026,\"Bittium Oyj\",0.0002628,Information Technology,0.2266660
5/22/2026,\"Ahnlab Inc\",0.0002555,Information Technology,0.2266660
5/22/2026,\"Sinbon Electronics Co Ltd\",0.0002476,Information Technology,0.2266660
5/22/2026,\"Jiangsu Transimage Technol-A\",0.0002475,Information Technology,0.2266660
5/22/2026,\"GMO Internet Group Inc\",0.0002426,Information Technology,0.2266660
5/22/2026,\"Bitmine Immersion Technologi\",0.0002366,Information Technology,0.2266660
5/22/2026,\"EVERDISPLAY OPTRONICS SHAN-A CNY 1.0000\",0.0002089,Information Technology,0.2266660
5/22/2026,\"SUZHOU TFC OPTICAL COMMUNI-A CNY 1.0000\",0.0002067,Information Technology,0.2266660
5/22/2026,\"Composecure Inc-A\",0.0001978,Information Technology,0.2266660
5/22/2026,\"Wasion Group Holdings Ltd\",0.0001912,Information Technology,0.2266660
5/22/2026,\"Nippon Avionics Co Ltd\",0.0001783,Information Technology,0.2266660
5/22/2026,\"Sigma Lithium Corp\",0.0077609,Materials,0.1087820
5/22/2026,\"UMICORE NPV\",0.0033102,Materials,0.1087820
5/22/2026,\"Albemarle Corp\",0.0032938,Materials,0.1087820
5/22/2026,\"Holcim Ltd\",0.0030606,Materials,0.1087820
5/22/2026,\"Quimica Y Minera Chil-Sp Adr\",0.0026867,Materials,0.1087820
5/22/2026,\"Lynas Rare Earths Ltd\",0.0025897,Materials,0.1087820
5/22/2026,\"Heidelberg Materials AG\",0.0025487,Materials,0.1087820
5/22/2026,\"CRH PLC USD 0.3200\",0.0024640,Materials,0.1087820
5/22/2026,\"CHENGXIN LITHIUM GROUP CO-A CNY 1.0000\",0.0023898,Materials,0.1087820
5/22/2026,\"GUANGDONG DOWSTONE TECHNOL-A CNY 1.0000\",0.0022324,Materials,0.1087820
5/22/2026,\"Impala Platinum Holdings Ltd\",0.0022173,Materials,0.1087820
5/22/2026,\"NORTHAM PLATINUM HOLDINGS LT ZAR NPV\",0.0021870,Materials,0.1087820
5/22/2026,\"Hanwha Chem Corp\",0.0021543,Materials,0.1087820
5/22/2026,\"YOUNGY CO LTD-A CNY 1.0000\",0.0021127,Materials,0.1087820
5/22/2026,\"Norsk Hydro ASA\",0.0021041,Materials,0.1087820
5/22/2026,\"Aurubis AG\",0.0020858,Materials,0.1087820
5/22/2026,\"Sumitomo Metal Mining Co Ltd\",0.0020848,Materials,0.1087820
5/22/2026,\"COMPANHIA BRASILEIRA DE ALUM BRL NPV\",0.0016031,Materials,0.1087820
5/22/2026,\"ZHEJIANG HUAYOU COBALT CO -A CNY 1.0000\",0.0015982,Materials,0.1087820
5/22/2026,\"Tianqi Lithium Corp\",0.0015779,Materials,0.1087820
5/22/2026,\"Air Liquide SA\",0.0015752,Materials,0.1087820
5/22/2026,\"Constellium Se\",0.0015033,Materials,0.1087820
5/22/2026,\"Shin-Etsu Chemical Co Ltd\",0.0014695,Materials,0.1087820
5/22/2026,\"Materion Corp\",0.0013510,Materials,0.1087820
5/22/2026,\"SICHUAN YAHUA INDUSTRIAL-A CNY 1.0000\",0.0013321,Materials,0.1087820
5/22/2026,\"Novozymes A/S\",0.0013253,Materials,0.1087820
5/22/2026,\"Kaiser Aluminum Corp\",0.0012512,Materials,0.1087820
5/22/2026,\"NAC Kazatomprom Jsc-GDR\",0.0012343,Materials,0.1087820
5/22/2026,\"NAC Kazatomprom Jsc-Gdr Regs\",0.0012343,Materials,0.1087820
5/22/2026,\"SHENGHE RESOURCES HOLDINGS-A CNY 1.0000\",0.0012222,Materials,0.1087820
5/22/2026,\"Sibanye Stillwater Ltd\",0.0011929,Materials,0.1087820
5/22/2026,\"Pacific Metals Co Ltd\",0.0011765,Materials,0.1087820
5/22/2026,\"XIAMEN TUNGSTEN CO LTD-A CNY 1.0000\",0.0011708,Materials,0.1087820
5/22/2026,\"Century Aluminum Co\",0.0011526,Materials,0.1087820
5/22/2026,\"KGHM Polska Miedz SA\",0.0011317,Materials,0.1087820
5/22/2026,\"5N Plus Inc\",0.0011206,Materials,0.1087820
5/22/2026,\"Press Metal Aluminium Holdings\",0.0011170,Materials,0.1087820
5/22/2026,\"Ganfeng Lithium Co Ltd\",0.0010765,Materials,0.1087820
5/22/2026,\"Alcoa Corp\",0.0010713,Materials,0.1087820
5/22/2026,\"Santacruz Silver Mining Ltd\",0.0010642,Materials,0.1087820
5/22/2026,\"Taseko Mines Ltd\",0.0010203,Materials,0.1087820
5/22/2026,\"SHENZHEN SENIOR TECHNOLOGY-A CNY 1.0000\",0.0010164,Materials,0.1087820
5/22/2026,\"Corteva Inc\",0.0009971,Materials,0.1087820
5/22/2026,\"Arcelormittal\",0.0009851,Materials,0.1087820
5/22/2026,\"Silvercorp Metals Inc\",0.0009806,Materials,0.1087820
5/22/2026,\"Lundin Mining Corp\",0.0009806,Materials,0.1087820
5/22/2026,\"Sociedad Quimica y Minera de C\",0.0009392,Materials,0.1087820
5/22/2026,\"First Quantum Minerals Ltd\",0.0009083,Materials,0.1087820
5/22/2026,\"UACJ Corp\",0.0008927,Materials,0.1087820
5/22/2026,\"BOLIDEN AB SEK 2.1100\",0.0008782,Materials,0.1087820
5/22/2026,\"Nippon Light Metal Holdings\",0.0007805,Materials,0.1087820
5/22/2026,\"Antofagasta PLC\",0.0007496,Materials,0.1087820
5/22/2026,\"HudBay Minerals Inc\",0.0007151,Materials,0.1087820
5/22/2026,\"Mitsubishi Materials Corp\",0.0006842,Materials,0.1087820
5/22/2026,\"Nickel Industries Ltd. AUD NPV\",0.0006837,Materials,0.1087820
5/22/2026,\"Jinhui Mining Co Ltd-A\",0.0006363,Materials,0.1087820
5/22/2026,\"Grupo Mexico SAB de CV\",0.0006258,Materials,0.1087820
5/22/2026,\"SHENZHEN DYNANONIC CO LTD-A CNY 1.0000\",0.0006134,Materials,0.1087820
5/22/2026,\"Fortescue Ltd\",0.0006037,Materials,0.1087820
5/22/2026,\"First Majestic Silver Corp\",0.0005955,Materials,0.1087820
5/22/2026,\"Fresnillo Plc\",0.0005940,Materials,0.1087820
5/22/2026,\"YUNNAN TIN CO LTD-A CNY 1.0000\",0.0005856,Materials,0.1087820
5/22/2026,\"Hecla Mining Co\",0.0005724,Materials,0.1087820
5/22/2026,\"JFE Holdings Inc\",0.0005636,Materials,0.1087820
5/22/2026,\"Nittetsu Mining Co\",0.0005419,Materials,0.1087820
5/22/2026,\"Ero Copper Corp\",0.0004879,Materials,0.1087820
5/22/2026,\"Shanghai Putailai New Energy Technology Grou CNY 1\",0.0004748,Materials,0.1087820
5/22/2026,\"Industrias Penoles SAB de CV\",0.0004475,Materials,0.1087820
5/22/2026,\"GUANGZHOU TINCI MATERIALS -A CNY 1.0000\",0.0004403,Materials,0.1087820
5/22/2026,\"Wheaton Precious Metals Corp\",0.0004164,Materials,0.1087820
5/22/2026,\"HULUDAO ZINC INDUSTRY CO-A CNY 1.0000\",0.0003961,Materials,0.1087820
5/22/2026,\"YUNNAN CHIHONG ZINC \u0026 GERM-A CNY 1.0000\",0.0003950,Materials,0.1087820
5/22/2026,\"AMG Advanced Metallurgical Grp\",0.0003918,Materials,0.1087820
5/22/2026,\"Jiangsu Lopal Tech Group C-A\",0.0003915,Materials,0.1087820
5/22/2026,\"Jilin Chemical Fibre Co-A\",0.0003861,Materials,0.1087820
5/22/2026,\"Guangxi Huaxi Nonferrous M-A\",0.0003812,Materials,0.1087820
5/22/2026,\"DO-FLUORIDE NEW MATERIALS -A CNY 1.0000\",0.0003759,Materials,0.1087820
5/22/2026,\"SHENZHEN CAPCHEM TECHNOLOG-A CNY 1.0000\",0.0003744,Materials,0.1087820
5/22/2026,\"China Rare Earth Resources And Technology Co CNY 1\",0.0003527,Materials,0.1087820
5/22/2026,\"JIANGXI COPPER CO LTD-A CNY 1.0000\",0.0003322,Materials,0.1087820
5/22/2026,\"SOULBRAIN CO LTD/NEW KRW500\",0.0003295,Materials,0.1087820
5/22/2026,\"Hill  Smith Holdings PLC\",0.0003198,Materials,0.1087820
5/22/2026,\"HENAN YUGUANG GOLD\u0026LEAD CO-A CNY 1.0000\",0.0003097,Materials,0.1087820
5/22/2026,\"SHIDA SHINGHWA ADVANCED MATERIAL GROUP CO L-A CNY1\",0.0003090,Materials,0.1087820
5/22/2026,\"TONGLING NONFERROUS METALS-A CNY 1.0000\",0.0003064,Materials,0.1087820
5/22/2026,\"MMG Ltd\",0.0003024,Materials,0.1087820
5/22/2026,\"CHINA NONFERROUS METAL IND-A CNY 1.0000\",0.0003003,Materials,0.1087820
5/22/2026,\"Nippon Paint Co Ltd\",0.0002955,Materials,0.1087820
5/22/2026,\"Coeur d\u0027Alene Mines Corp\",0.0002839,Materials,0.1087820
5/22/2026,\"WESTERN MINING CO -A CNY 1.0000\",0.0002803,Materials,0.1087820
5/22/2026,\"BAOTAILONG NEW CNY 1.000000000\",0.0002745,Materials,0.1087820
5/22/2026,\"LG Chem Ltd\",0.0002731,Materials,0.1087820
5/22/2026,\"XIANGTAN ELECT CNY 1.000000000\",0.0002664,Materials,0.1087820
5/22/2026,\"SSR Mining Inc\",0.0002579,Materials,0.1087820
5/22/2026,\"TIBET MINERAL  CNY 1.000000000\",0.0002573,Materials,0.1087820
5/22/2026,\"SHANDONG HUMON SMELTING-A CNY 1.0000\",0.0002456,Materials,0.1087820
5/22/2026,\"ISE CHEMICALS CORP NPV\",0.0002452,Materials,0.1087820
5/22/2026,\"Vicat SA\",0.0002395,Materials,0.1087820
5/22/2026,\"Sigmaroc Plc\",0.0002356,Materials,0.1087820
5/22/2026,\"Global Atomic Corp\",0.0002203,Materials,0.1087820
5/22/2026,\"CEMENTIR HOLDING NV EUR1\",0.0002187,Materials,0.1087820
5/22/2026,\"Evolution Mining Ltd\",0.0002174,Materials,0.1087820
5/22/2026,\"Pengxin International Mini-A\",0.0002167,Materials,0.1087820
5/22/2026,\"SHENGDA RESOUR CNY 1.000000000\",0.0002021,Materials,0.1087820
5/22/2026,\"China Molybdenum Co Ltd\",0.0002009,Materials,0.1087820
5/22/2026,\"WANHUA CHEMICAL GROUP CO -A CNY 1.0000\",0.0001526,Materials,0.1087820
5/22/2026,\"Eli Lilly  Co\",0.0035934,Health Care,0.0720980
5/22/2026,\"Moderna Inc\",0.0030038,Health Care,0.0720980
5/22/2026,\"Twist Bioscience Corp\",0.0022199,Health Care,0.0720980
5/22/2026,\"Johnson  Johnson\",0.0022124,Health Care,0.0720980
5/22/2026,\"United Therapeutics Corp\",0.0021163,Health Care,0.0720980
5/22/2026,\"Pfizer Inc\",0.0019268,Health Care,0.0720980
5/22/2026,\"Natera Inc\",0.0017933,Health Care,0.0720980
5/22/2026,\"Intuitive Surgical Inc\",0.0017185,Health Care,0.0720980
5/22/2026,\"Stoke Therapeutics Inc\",0.0016586,Health Care,0.0720980
5/22/2026,\"Amgen Inc\",0.0016524,Health Care,0.0720980
5/22/2026,\"Vertex Pharmaceuticals Inc\",0.0016033,Health Care,0.0720980
5/22/2026,\"Biontech Se-ADR\",0.0015207,Health Care,0.0720980
5/22/2026,\"Beam Therapeutics Inc\",0.0015180,Health Care,0.0720980
5/22/2026,\"Ionis Pharmaceuticals Inc\",0.0014317,Health Care,0.0720980
5/22/2026,\"Astrazeneca Plc\",0.0013671,Health Care,0.0720980
5/22/2026,\"10X Genomics Inc-Class A\",0.0013448,Health Care,0.0720980
5/22/2026,\"Crispr Therapeutics Ag\",0.0013426,Health Care,0.0720980
5/22/2026,\"Immunome Inc\",0.0013392,Health Care,0.0720980
5/22/2026,\"Gilead Sciences Inc\",0.0013087,Health Care,0.0720980
5/22/2026,\"ASTRAZENECA PLC USD 0.2500\",0.0012310,Health Care,0.0720980
5/22/2026,\"Structure Therapeutics Inc\",0.0011907,Health Care,0.0720980
5/22/2026,\"Novartis AG\",0.0011697,Health Care,0.0720980
5/22/2026,\"ABSCI Corp\",0.0011677,Health Care,0.0720980
5/22/2026,\"ROIVANT SCIENCES LTD USD 0.0000\",0.0011573,Health Care,0.0720980
5/22/2026,\"Arrowhead Pharmaceuticals Inc\",0.0011137,Health Care,0.0720980
5/22/2026,\"Intellia Therapeutics Inc\",0.0010038,Health Care,0.0720980
5/22/2026,\"Veracyte Inc\",0.0009647,Health Care,0.0720980
5/22/2026,\"Agios Pharmaceuticals Inc\",0.0009499,Health Care,0.0720980
5/22/2026,\"Krystal Biotech Inc\",0.0009406,Health Care,0.0720980
5/22/2026,\"Bristol-Myers Squibb Co\",0.0008568,Health Care,0.0720980
5/22/2026,\"Uniqure NV\",0.0008416,Health Care,0.0720980
5/22/2026,\"Revolution Medicines Inc\",0.0008238,Health Care,0.0720980
5/22/2026,\"Regenxbio Inc\",0.0007468,Health Care,0.0720980
5/22/2026,\"Genmab A/S -Sp ADR\",0.0007418,Health Care,0.0720980
5/22/2026,\"Argenx Se - Adr\",0.0007238,Health Care,0.0720980
5/22/2026,\"BioMarin Pharmaceutical Inc\",0.0006949,Health Care,0.0720980
5/22/2026,\"Takeda Pharmaceutical Co Ltd\",0.0006816,Health Care,0.0720980
5/22/2026,\"Regeneron Pharmaceuticals Inc\",0.0006796,Health Care,0.0720980
5/22/2026,\"Iovance Biotherapeutics Inc\",0.0006766,Health Care,0.0720980
5/22/2026,\"Bayer AG\",0.0006726,Health Care,0.0720980
5/22/2026,\"Illumina Inc\",0.0006601,Health Care,0.0720980
5/22/2026,\"Editas Medicine Inc\",0.0006447,Health Care,0.0720980
5/22/2026,\"Exelixis Inc\",0.0006318,Health Care,0.0720980
5/22/2026,\"Viking Therapeutics Inc\",0.0006171,Health Care,0.0720980
5/22/2026,\"Danaher Corp\",0.0005746,Health Care,0.0720980
5/22/2026,\"Biogen Idec Inc\",0.0005604,Health Care,0.0720980
5/22/2026,\"Merck  Co Inc/NJ\",0.0005452,Health Care,0.0720980
5/22/2026,\"Repligen Corp\",0.0005412,Health Care,0.0720980
5/22/2026,\"Sana Biotechnology Inc\",0.0004662,Health Care,0.0720980
5/22/2026,\"Hoya Corp\",0.0004629,Health Care,0.0720980
5/22/2026,\"Fate Therapeutics Inc\",0.0004618,Health Care,0.0720980
5/22/2026,\"Caribou Biosciences Inc\",0.0004579,Health Care,0.0720980
5/22/2026,\"Halozyme Therapeutics Inc\",0.0004485,Health Care,0.0720980
5/22/2026,\"Bridgebio Pharma Inc\",0.0003802,Health Care,0.0720980
5/22/2026,\"DaVita Inc.\",0.0003465,Health Care,0.0720980
5/22/2026,\"PHARMAESSENTIA CORP TWD 10.0000\",0.0003403,Health Care,0.0720980
5/22/2026,\"Lantheus Holdings Inc\",0.0003390,Health Care,0.0720980
5/22/2026,\"OXFORD NANOPORE TECHNOLO-W/I GBP 0.0001\",0.0003366,Health Care,0.0720980
5/22/2026,\"Genus Plc\",0.0003071,Health Care,0.0720980
5/22/2026,\"Cytokinetics Inc\",0.0003069,Health Care,0.0720980
5/22/2026,\"Edwards Lifesciences Corp\",0.0002922,Health Care,0.0720980
5/22/2026,\"DexCom Inc\",0.0002840,Health Care,0.0720980
5/22/2026,\"Neurocrine Biosciences Inc\",0.0002838,Health Care,0.0720980
5/22/2026,\"SHANGHAI UNITED IMAGING HE-A CNY 1.0000\",0.0002836,Health Care,0.0720980
5/22/2026,\"STRAUMANN HOLDING AG CHF 0.01\",0.0002776,Health Care,0.0720980
5/22/2026,\"Geron Corp\",0.0002774,Health Care,0.0720980
5/22/2026,\"Encompass Health Corp\",0.0002757,Health Care,0.0720980
5/22/2026,\"LivaNova PLC\",0.0002737,Health Care,0.0720980
5/22/2026,\"Bio-Techne Corp\",0.0002709,Health Care,0.0720980
5/22/2026,\"IHH Healthcare Bhd\",0.0002639,Health Care,0.0720980
5/22/2026,\"Incyte Corp\",0.0002633,Health Care,0.0720980
5/22/2026,\"Glaukos Corp\",0.0002598,Health Care,0.0720980
5/22/2026,\"Labcorp Holdings Inc\",0.0002592,Health Care,0.0720980
5/22/2026,\"Immunitybio Inc\",0.0002568,Health Care,0.0720980
5/22/2026,\"WUXI APPTEC CO LTD-A CNY 1.0000\",0.0002543,Health Care,0.0720980
5/22/2026,\"Asahi Intecc Co Ltd\",0.0002499,Health Care,0.0720980
5/22/2026,\"Quest Diagnostics Inc/DE\",0.0002498,Health Care,0.0720980
5/22/2026,\"Sonic Healthcare Ltd\",0.0002479,Health Care,0.0720980
5/22/2026,\"Fresenius Medical Care AG  Co\",0.0002464,Health Care,0.0720980
5/22/2026,\"REDE D\u0027OR SAO LUIZ SA BRL NPV\",0.0002463,Health Care,0.0720980
5/22/2026,\"Ideaya Biosciences Inc\",0.0002447,Health Care,0.0720980
5/22/2026,\"Irhythm Technologies Inc\",0.0002441,Health Care,0.0720980
5/22/2026,\"Zimmer Biomet Holdings Inc\",0.0002402,Health Care,0.0720980
5/22/2026,\"Thermo Fisher Scientific Inc\",0.0002310,Health Care,0.0720980
5/22/2026,\"ALCON INC CHF0.04\",0.0002310,Health Care,0.0720980
5/22/2026,\"Pacs Group Inc\",0.0002290,Health Care,0.0720980
5/22/2026,\"Globus Medical Inc\",0.0002283,Health Care,0.0720980
5/22/2026,\"Qiagen N.V.\",0.0002163,Health Care,0.0720980
5/22/2026,\"MEDACTA GROUP SA CHF0.1\",0.0002118,Health Care,0.0720980
5/22/2026,\"Acadia Pharmaceuticals Inc\",0.0002100,Health Care,0.0720980
5/22/2026,\"Beigene Ltd\",0.0002093,Health Care,0.0720980
5/22/2026,\"WUXI BIOLOGICS CAYMAN INC USD0.00001\",0.0002082,Health Care,0.0720980
5/22/2026,\"Alnylam Pharmaceuticals Inc\",0.0002076,Health Care,0.0720980
5/22/2026,\"Ensign Group Inc/The\",0.0002029,Health Care,0.0720980
5/22/2026,\"Alignment Healthcare Inc\",0.0001992,Health Care,0.0720980
5/22/2026,\"Genmab A/S\",0.0001868,Health Care,0.0720980
5/22/2026,\"Option Care Health Inc\",0.0001524,Health Care,0.0720980
5/22/2026,\"ProLogis Inc\",0.0055726,Real Estate,0.0524810
5/22/2026,\"Equinix Inc\",0.0055278,Real Estate,0.0524810
5/22/2026,\"Digital Realty Trust Inc\",0.0053749,Real Estate,0.0524810
5/22/2026,\"American Tower Corp\",0.0051459,Real Estate,0.0524810
5/22/2026,\"Iron Mountain Inc\",0.0040777,Real Estate,0.0524810
5/22/2026,\"SBA Communications Corp\",0.0029726,Real Estate,0.0524810
5/22/2026,\"Healthpeak Properties Inc\",0.0025290,Real Estate,0.0524810
5/22/2026,\"Segro PLC\",0.0021223,Real Estate,0.0524810
5/22/2026,\"EastGroup Properties Inc\",0.0019437,Real Estate,0.0524810
5/22/2026,\"Ascendas Real Estate Investment\",0.0016735,Real Estate,0.0524810
5/22/2026,\"First Industrial Realty Trust\",0.0015524,Real Estate,0.0524810
5/22/2026,\"Terreno Realty Corp\",0.0012646,Real Estate,0.0524810
5/22/2026,\"WAREHOUSES DE PAUW SCA NPV\",0.0012544,Real Estate,0.0524810
5/22/2026,\"Londonmetric Property PLC\",0.0011609,Real Estate,0.0524810
5/22/2026,\"Keppel DC REIT\",0.0010616,Real Estate,0.0524810
5/22/2026,\"Tritax Big Box REIT Plc\",0.0010469,Real Estate,0.0524810
5/22/2026,\"Nippon Prologis REIT Inc\",0.0009612,Real Estate,0.0524810
5/22/2026,\"Mapletree Industrial Trust\",0.0009196,Real Estate,0.0524810
5/22/2026,\"GLP J-Reit\",0.0009163,Real Estate,0.0524810
5/22/2026,\"Frasers Logistics  Industrial Trust\",0.0007992,Real Estate,0.0524810
5/22/2026,\"Lxp Industrial Trust\",0.0007797,Real Estate,0.0524810
5/22/2026,\"Mitsui Fudosan Logistics Park\",0.0006818,Real Estate,0.0524810
5/22/2026,\"Japan Logistics Fund Inc\",0.0005387,Real Estate,0.0524810
5/22/2026,\"LaSalle Logiport REIT\",0.0004864,Real Estate,0.0524810
5/22/2026,\"Montea Nv\",0.0004585,Real Estate,0.0524810
5/22/2026,\"MITSUBISHI ESTATE LOGISTICS NPV\",0.0004137,Real Estate,0.0524810
5/22/2026,\"Welltower OP Inc\",0.0003880,Real Estate,0.0524810
5/22/2026,\"Esr-Reit\",0.0003184,Real Estate,0.0524810
5/22/2026,\"Sosila Logistics Reit Inc\",0.0002976,Real Estate,0.0524810
5/22/2026,\"Ventas Inc\",0.0002418,Real Estate,0.0524810
5/22/2026,\"Ast Spacemobile Inc\",0.0081799,Communication Services,0.0454070
5/22/2026,\"Alphabet Inc-Cl A\",0.0059898,Communication Services,0.0454070
5/22/2026,\"Nebius Group N.V. Class A\",0.0050083,Communication Services,0.0454070
5/22/2026,\"Globalstar Inc\",0.0037758,Communication Services,0.0454070
5/22/2026,\"Cellnex Telecom Sau\",0.0034257,Communication Services,0.0454070
5/22/2026,\"EchoStar Corp\",0.0026526,Communication Services,0.0454070
5/22/2026,\"Iridium Communications Inc\",0.0021853,Communication Services,0.0454070
5/22/2026,\"Ses\",0.0017324,Communication Services,0.0454070
